,File,SNR,Blur,Contrast,Brightness,Brisque
0,29268_right.jpeg,0.447878209290479,13.0043112375083,0.932558382966166,15.6473275166962,70.2564921032481
1,2491_right.jpeg,0.497416640380816,4.9414057572029,0.989277707920541,8.38327409456553,69.583893926074
2,4197_left.jpeg,0.523483474122851,12.8975939679116,0.951372218411828,17.2555170337116,64.9920441584697
3,41445_left.jpeg,0.530235500435119,37.167452651656,0.92613037109375,20.11619751504,90.9071739432587
4,23325_right.jpeg,0.571287706827494,4.47505994286297,0.950039111655273,12.5096012921129,72.2895821340696
5,38668_left.jpeg,0.574859783844694,7.1883969287431,0.906270280201772,17.5238193207886,71.1733541726897
6,12950_left.jpeg,0.576016201648297,3.29953682010658,0.917637337237205,11.2689219048026,89.3781923381544
7,492_right.jpeg,0.580876081000117,31.8215324431343,0.553049718364065,38.3682311076958,71.2401771478056
8,36425_left.jpeg,0.590370330422084,5.07045405570887,0.993501292358888,8.10193757575046,68.2304635627874
9,2491_left.jpeg,0.606146789089746,5.73806146408689,0.98929279073312,10.8872906258553,66.2961128132747
10,12352_right.jpeg,0.622828864055915,3.01860921221191,0.992030734533891,13.5504201630339,84.0181183074612
11,44243_right.jpeg,0.628285681412625,5.84104094490131,0.993657280394249,9.89445704086121,64.9968303955289
12,4197_right.jpeg,0.633624669688506,9.85202469478338,0.976757782731291,13.7832615749967,66.5506435645866
13,22192_right.jpeg,0.636539720776612,8.98874645373488,0.846867108585859,26.8119763091431,65.385232357455
14,25579_left.jpeg,0.638423524533828,4.41763027612567,0.965185546875,19.4487219804182,80.942740350166
15,4300_right.jpeg,0.642965520504367,6.49770369590971,0.985041120378873,16.6949069207946,64.0599276754573
16,12352_left.jpeg,0.643617457084755,9.30097441693875,0.708313139815665,38.0776589246593,71.6019236179636
17,17699_left.jpeg,0.645262077432294,3.85620227067249,0.978185016943146,13.8092567411591,73.3963749204023
18,3011_left.jpeg,0.645306813690749,12.4902532498662,0.726506131404272,37.9322429360322,57.7865118093875
19,34442_left.jpeg,0.64924904064237,6.98769136583515,0.977745821656456,12.5206836752555,66.0432822883787
20,15848_left.jpeg,0.652457666090567,5.61958658732386,0.979312671113492,17.5464580227496,65.5463663433127
21,22389_left.jpeg,0.653449841766614,11.996423178899,0.844259428310015,39.4062464817133,60.5595253173919
22,3851_right.jpeg,0.655394169346066,38.6308067471164,0.8787548828125,24.1009558927654,81.9911107802254
23,38325_right.jpeg,0.655833335184561,11.0749247976232,0.879748717525664,24.8905170566495,58.2440467835639
24,24980_right.jpeg,0.655864191583513,65.4106352394646,0.91449462890625,28.9458799579003,82.1180640335753
25,33287_left.jpeg,0.664682498994468,22.6294337269193,0.950684000651041,13.4673244936628,88.2322858341692
26,25099_left.jpeg,0.664832675517788,3.03172724899103,0.988664129723158,10.7635093569731,79.2724589725154
27,31160_left.jpeg,0.667245253304748,4.8841756198052,0.9972771554133,6.74249354768433,69.5754538058304
28,30039_left.jpeg,0.67223869466031,5.45330430603737,0.978339856875098,18.1110157089753,69.531464384282
29,43584_left.jpeg,0.674484840448373,79.5810861377709,0.938929443359375,28.2200655860348,80.6774294451187
30,28629_left.jpeg,0.68235826827778,4.55702693673548,0.980203842932694,17.3055323109961,70.0633088375165
31,15742_right.jpeg,0.682712154678745,17.2543422189391,0.847533007544582,36.7926511843573,59.822426727497
32,20742_left.jpeg,0.683038736829077,20.5296198765771,0.878123779296875,26.3900965505476,85.7627778785172
33,33810_left.jpeg,0.683559761067177,6.41183430474782,0.977332701507089,20.0029452666053,67.4285452453661
